ticker,n_rows,first_date,last_date,n_years,med_dollar_vol_recent252,med_dollar_vol_full,max_gap_days,error
RGP,5794,2000-12-15,2023-12-28,23.03,2543718.527507782,3008564.93062973,7,
RGR,12776,1973-05-03,2023-12-28,50.65,5384387.938308716,529108.1207752228,7,
RGS,8192,1991-06-21,2023-12-28,32.52,149681.0028886795,4107518.1579589844,7,
RGT,2573,2013-10-09,2023-12-28,10.22,74670.50223350525,179171.99864387512,4,
RH,2807,2012-11-02,2023-12-28,11.15,191785647.706604,106622060.44921875,4,
RHE,1886,2016-02-16,2023-12-28,7.86,14709.400224685669,61557.11266708374,22,
RHI,11040,1980-03-17,2023-12-28,43.78,59327342.08946228,15291012.707901001,7,
RHP,8105,1991-10-24,2023-12-28,32.18,35602591.42417908,9497469.129943848,7,
RHS,3207,2006-11-07,2020-07-02,13.65,2418343.9849853516,882783.9965820312,14,
RIBT,5096,2003-10-01,2023-12-28,20.24,18267.4998447299,68910.0,5,
RICK,7101,1995-10-13,2023-12-28,28.21,3296821.947860718,321504.0033817291,7,
RIF,1385,2015-01-02,2020-07-02,5.5,609158.4864616394,507551.9905090333,4,
RIG,7702,1993-05-28,2023-12-28,30.58,108299141.99085236,114883634.09739113,7,
RIGL,5806,2000-11-29,2023-12-28,23.08,1804477.5434732437,2342876.0252952576,7,
RIGS,1385,2015-01-02,2020-07-02,5.5,674279.9989700317,856799.9839782715,4,
RILYG,1160,2017-12-14,2023-12-28,6.04,242967.00477600098,247250.00381469727,522,
RILYH,534,2018-05-21,2020-07-02,2.12,221099.99971389773,207042.99659729007,4,
RILYI,449,2018-09-12,2020-07-02,1.8,84116.99924468994,110294.9983596802,4,
RILYM,976,2020-02-13,2023-12-28,3.87,262696.0021972656,237228.2473564148,4,
RILYN,1074,2019-09-24,2023-12-28,4.26,386910.00394821167,316553.5017967224,4,
RILYO,1170,2019-05-08,2023-12-28,4.64,353725.0082015991,229571.50478363037,4,
RILYP,1066,2019-10-04,2023-12-28,4.23,137077.4974822998,148120.001411438,4,
RILYZ,1353,2017-07-05,2023-12-28,6.48,597675.5013465881,395009.9941253663,403,
RINF,3010,2012-01-12,2023-12-28,11.96,260532.99446105957,67050.50020217896,5,
RING,2996,2012-02-02,2023-12-28,11.9,1706840.036392212,1895186.9524002075,5,
RIO,8440,1990-06-28,2023-12-28,33.5,193503522.47047424,72103455.68256378,7,
RIOT,1060,2016-03-31,2020-06-19,4.22,1332587.7907723188,1040201.997846365,4,
RISE,893,2015-02-20,2020-07-02,5.36,11800.000190734863,29665.200805664062,31,
RIV,2007,2016-01-08,2023-12-28,7.97,823510.4871273041,852416.9972419739,4,
RIVE,1417,2009-11-02,2020-07-02,10.66,43084.99979972839,12150.0,31,
RJF,10207,1983-07-01,2023-12-28,40.49,98263587.65106201,6511012.184524536,7,
RJI,1385,2015-01-02,2020-07-02,5.5,341495.00489234924,734905.0136089325,4,
RJN,3126,2007-10-19,2020-07-02,12.7,5034.500062465668,129070.49691677094,6,
RJZ,2914,2007-10-18,2020-07-01,12.7,2911.0000371932983,74873.99940490723,10,
RL,6681,1997-06-12,2023-12-28,26.54,93973240.1561737,75319667.05932617,7,
RLGT,4318,2006-11-01,2023-12-28,17.16,740162.9922151566,269743.50385665894,5,
RLGY,1385,2015-01-02,2020-07-02,5.5,18476118.078160286,35231326.80358887,4,
RLH,5497,1998-04-03,2020-07-02,22.25,490637.9885673523,185500.0,7,
RLI,11040,1980-03-17,2023-12-28,43.78,22893680.990600586,1173320.009613037,7,
RLJ,3180,2011-05-11,2023-12-28,12.63,16593704.181098938,18352058.57038498,5,
RLMD,2398,2014-06-20,2023-12-28,9.52,414224.4976401329,119281.79969787598,4,
RLY,2938,2012-04-26,2023-12-28,11.67,2797955.9772491455,482960.49098968506,5,
RM,2958,2012-03-28,2023-12-28,11.75,703900.4942893982,1287573.0234146118,5,
RMAX,2578,2013-10-02,2023-12-28,10.24,2073295.038986206,3428155.97820282,4,
RMBI,1132,2019-07-02,2023-12-28,4.49,110419.99979019165,190318.49212646484,4,
RMBL,1742,2016-01-22,2023-12-28,7.93,1335199.4785308838,950742.0177698135,353,
RMBS,6701,1997-05-14,2023-12-28,26.62,62011816.85848236,17800033.17604065,7,
RMCF,9547,1986-02-11,2023-12-28,37.88,42292.498898506165,43004.99820709228,7,
RMD,7194,1995-06-02,2023-12-28,28.57,149772367.54684448,26733009.242916107,7,
RMED,1,2020-07-02,2020-07-02,0.0,546306.8519907295,546306.8519907295,0,
RMG,2886,1999-07-26,2020-07-02,20.94,11945.999908447266,1500.0900596082206,784,
RMI,1301,2018-10-26,2023-12-28,5.17,233977.50549316406,277900.00200271606,4,
RMM,1123,2015-01-06,2023-12-28,8.97,723448.5094070433,883525.0,1145,
RMNI,2098,2015-08-28,2023-12-28,8.33,1047071.4873552322,378484.5095872879,4,
RMR,2024,2015-12-14,2023-12-28,8.04,1708110.4594230652,2158700.0164031982,4,
RMT,7563,1993-12-15,2023-12-28,30.03,891553.9926528931,589500.0,7,
RMTI,6524,1998-01-27,2023-12-28,25.92,491478.99850606924,296433.6112174988,7,
RNA,893,2020-06-12,2023-12-28,3.54,9327686.236000061,5511161.981582641,4,
RNDB,958,2016-07-01,2020-07-02,4.0,91399.29957389832,69883.99848937988,5,
RNDV,604,2017-06-26,2020-07-02,3.02,14684.800052642822,23066.50037765503,8,
RNEM,1630,2017-07-10,2023-12-28,6.47,49036.4990234375,25716.000366210938,4,
RNET,1385,2015-01-02,2020-07-02,5.5,266447.9964494705,771900.0158309937,4,
RNG,2581,2013-09-27,2023-12-28,10.25,44087849.10202026,44863306.70471192,4,
RNGR,1606,2017-08-11,2023-12-28,6.38,1065033.4964752197,120064.00299072263,4,
RNLC,1641,2017-06-22,2023-12-28,6.52,12823.799896240236,36052.499771118164,4,
RNMC,1641,2017-06-22,2023-12-28,6.52,24128.699684143066,35164.49909210205,4,
RNR,6266,1995-07-27,2020-06-19,24.9,52288455.68847656,21880596.898269653,7,
RNSC,1639,2017-06-26,2023-12-28,6.51,62767.55037307739,33204.000091552734,4,
RNWK,5688,1997-11-21,2020-07-02,22.61,55508.00053477287,2097192.029476166,7,
ROAM,2225,2015-02-27,2023-12-28,8.83,25524.000549316406,61149.99771118164,4,
ROBO,2564,2013-10-22,2023-12-28,10.18,3977230.5070877075,4301324.514770508,4,
ROBT,1466,2018-03-05,2023-12-28,5.82,2411421.487426758,726932.8954696655,4,
ROCHU,35,2020-05-05,2020-07-02,0.16,26130.000495910645,26130.000495910645,4,
RODE,1670,2017-05-11,2023-12-28,6.63,2590.1000022888184,2776.349925994873,4,
RODI,80,2015-01-30,2020-06-19,5.39,10118.000030517578,10118.000030517578,494,
RODM,2225,2015-02-27,2023-12-28,8.83,3250044.45810318,4554137.913322449,4,
ROG,11040,1980-03-17,2023-12-28,43.78,20849750.13809204,1009191.2622451782,7,
ROIC,3562,2009-11-03,2023-12-28,14.15,13487089.464378357,10601086.397457123,5,
ROK,10587,1981-12-31,2023-12-28,41.99,206456429.5639038,31931535.426330566,7,
ROKT,1304,2018-10-23,2023-12-28,5.18,26118.000411987305,61068.49842071533,4,
ROKU,1573,2017-09-28,2023-12-28,6.25,417361404.7527313,710165105.8639526,4,
ROL,11040,1980-03-17,2023-12-28,43.78,56536602.14176178,1532953.2983779907,7,
ROLL,3750,2005-08-10,2020-07-02,14.89,15411545.513916016,5075504.814529418,5,
ROM,4257,2007-02-01,2023-12-28,16.9,2894566.422176361,3503922.0848083496,5,
ROMO,1045,2019-11-04,2023-12-28,4.15,86276.69906616211,78559.99755859375,4,
ROOF,3157,2011-06-14,2023-12-28,12.54,38151.999855041504,194610.99891662598,5,
ROP,8028,1992-02-13,2023-12-28,31.87,201298899.64752197,26039163.863945007,7,
RORE,804,2016-10-07,2020-07-02,3.73,13323.200225830078,15647.500038146973,11,
ROSC,2208,2015-03-24,2023-12-28,8.76,31150.4487991333,28661.251163482666,4,
ROSE,3666,2006-02-13,2023-12-28,17.87,18639.85015106201,3744582.9130921364,522,
ROSEU,892,2016-03-11,2023-12-28,7.8,0.0,1247.374987602234,469,
ROST,9675,1985-08-08,2023-12-28,38.39,232283294.6460724,37526925.0,7,
ROUS,2225,2015-02-27,2023-12-28,8.83,626827.4917602539,429522.00622558594,4,
ROYT,1385,2015-01-02,2020-07-02,5.5,238367.9988861084,267020.0090408325,4,
RP,2490,2010-08-12,2020-07-02,9.89,33628520.535469055,8350729.921054842,5,
RPAI,2073,2012-04-09,2020-07-02,8.23,18047589.890813828,16342950.60634613,5,
RPAR,1017,2019-12-13,2023-12-28,4.04,1508762.4969482422,2757072.052001953,4,
RPAY,1373,2018-07-17,2023-12-28,5.45,4572607.107448578,6768370.097064972,4,
RPD,2128,2015-07-17,2023-12-28,8.45,37971045.0050354,23538174.815750122,4,
RPG,4485,2006-03-07,2023-12-28,17.81,7088699.5688438425,5574464.013671875,5,
RPLA,207,2015-12-08,2020-07-02,4.57,84968.0009841919,84968.0009841919,829,
RPM,11040,1980-03-17,2023-12-28,43.78,49342698.945617676,5332553.125,7,
RPRX,891,2020-06-16,2023-12-28,3.53,60118216.91322327,63828050.0,4,
RPT,8819,1988-12-28,2023-12-28,35.0,5091586.054420471,1446660.025548935,7,
RPTX,888,2020-06-19,2023-12-28,3.52,1148541.963481903,2108400.008392334,4,
RQI,5499,2002-02-26,2023-12-28,21.83,4096964.0776634216,2679336.0637664795,5,
RRBI,1173,2019-05-03,2023-12-28,4.65,270458.5079193115,301103.9916992188,4,
RRC,10974,1980-06-19,2023-12-28,43.52,91045733.75711441,1796080.7374477386,7,
RRD,10153,1980-03-17,2020-06-19,40.26,2023353.015112877,8341500.0,7,
RRGB,4512,2002-07-19,2020-06-19,17.92,7677486.679840088,8581314.480781555,5,
RRR,1932,2016-04-27,2023-12-28,7.67,17990981.987953186,17839392.187786102,4,
RS,7373,1994-09-16,2023-12-28,29.28,78674454.00772095,27048055.766296387,7,
RSF,1145,2019-06-13,2023-12-28,4.54,110133.60052108765,173360.0067138672,4,
RSG,6416,1998-07-01,2023-12-28,25.49,158975274.65057373,50514256.11190796,7,
RSP,5202,2003-05-01,2023-12-28,20.66,638176540.1733398,44341839.794540405,5,
RSSS,3302,2010-11-15,2023-12-28,13.12,28291.499936580658,7078.0001401901245,5,
RST,2815,2009-04-16,2020-06-19,11.18,2707592.9383277893,1456760.0421905518,5,
RSX,1385,2015-01-02,2020-07-02,5.5,128658925.20332336,163731496.75655365,4,
RSXJ,1379,2015-01-02,2020-07-02,5.5,73307.00206756592,292657.9887390137,4,
RTH,5690,2001-05-17,2023-12-28,22.61,510719.9951171875,5721889.680862427,7,
RTIX,4994,2000-08-10,2020-07-02,19.89,680915.9973144531,775033.5037708282,19,
RTL,469,2018-05-16,2020-05-21,2.02,3171.424599647522,5260.992935180664,6,
RTM,3334,2006-11-07,2020-07-02,13.65,440514.9971008301,317591.4957046509,7,
RTRX,1889,2012-11-14,2020-07-02,7.63,5912864.453125,5947750.0,16,
RTX,12729,1970-01-02,2020-06-19,50.46,479131593.08776855,30493936.206054688,7,
RUBI,1575,2014-04-02,2020-07-02,6.25,10986663.642573357,3851231.904602051,4,
RUBY,1908,2015-01-02,2023-12-28,8.99,1396.7608233056949,994606.2425737381,173,
RUHN,316,2019-04-03,2020-07-02,1.25,954801.0120153427,977696.5026974678,4,
RUN,2182,2014-07-29,2023-12-28,9.42,154704640.38181305,27583398.11024666,48,
RUSHA,5092,2003-10-07,2023-12-28,20.22,9577140.676689148,3435962.0158195496,5,
RUSL,2252,2011-05-27,2020-07-02,9.1,3376296.9760894775,5367734.470748901,38,
RUTH,3751,2005-08-09,2020-07-02,14.9,6705295.040607452,2838314.94998932,5,
RVI,508,2018-06-26,2020-07-02,2.02,2156609.017181397,2288467.4100875854,4,
RVLV,1149,2019-06-07,2023-12-28,4.56,22247772.520637512,29770235.61859131,4,
RVMD,976,2020-02-13,2023-12-28,3.87,24710569.897174835,14986140.593910217,4,
RVNC,2491,2014-02-06,2023-12-28,9.89,27552469.288635254,7145951.966094971,4,
RVNU,1678,2013-06-04,2020-06-19,7.04,263814.9995803833,126742.00191497803,7,
RVP,5699,2001-05-04,2023-12-28,22.65,57720.99978923797,38639.999198913574,7,
RVRS,664,2017-11-02,2020-07-02,2.66,42958.8002204895,54748.74973297119,4,
RVSB,5799,1993-10-25,2020-06-19,26.65,308068.5016155243,59346.001982688904,54,
RVT,9351,1986-11-19,2023-12-28,37.11,3049726.4807224274,1477013.9963150024,7,
RWCD,317,2019-01-16,2020-07-02,1.46,47934.30099487305,57879.89730834961,13,
RWDC,253,2019-01-16,2020-07-02,1.46,30484.499359130863,30589.199066162113,21,
RWED,221,2019-01-16,2020-07-02,1.46,33367.7993774414,33367.7993774414,44,
RWGV,365,2019-01-16,2020-07-02,1.46,351479.6974182129,581835.0120544434,5,
RWIU,229,2019-01-16,2020-07-02,1.46,26457.500457763672,26457.500457763672,20,
RWJ,3991,2008-02-22,2023-12-28,15.85,6519884.914398193,1102329.0267944334,5,
RWK,3981,2008-03-07,2023-12-28,15.81,1952866.0354614258,650844.0246582031,5,
RWL,3981,2008-03-07,2023-12-28,15.81,5773119.211578369,1392092.0150756836,5,
RWLK,2340,2014-09-12,2023-12-28,9.29,85487.39815950394,364650.0,4,
RWLS,241,2019-01-16,2020-07-02,1.46,40248.60076904297,40248.60076904297,25,
RWM,4262,2007-01-25,2023-12-28,16.92,40537921.66557312,23449758.610343933,5,
RWO,3928,2008-05-22,2023-12-28,15.6,3812183.0646514893,5231481.926727295,5,
RWR,5620,2001-08-27,2023-12-28,22.34,19346512.38632202,13080773.78540039,7,
RWSL,296,2019-01-16,2020-07-02,1.46,27151.000022888184,40539.999771118164,8,
RWUI,262,2019-01-16,2020-07-02,1.46,37781.69937133789,39193.65062713623,14,
RWVG,351,2019-01-16,2020-07-02,1.46,188702.59914398193,430920.00617980957,5,
RWX,4285,2006-12-19,2023-12-28,17.02,1891592.0120239258,11545520.45288086,5,
RXD,4257,2007-02-01,2023-12-28,16.9,33883.000469207764,40481.999206542976,5,
RXI,3429,2006-09-21,2020-06-19,13.74,769506.0153961182,656707.9933166504,5,
RXL,4257,2007-02-01,2023-12-28,16.9,154303.4999847412,578500.9788513182,5,
RXN,2079,2012-03-29,2020-07-02,8.26,22456787.814331055,12901197.22480774,5,
RY,7100,1995-10-16,2023-12-28,28.2,70798711.94190979,29727285.04219055,7,
RYAAY,5804,1997-05-29,2020-06-19,23.06,35340349.712371826,15149890.397357943,7,
RYAM,2402,2014-06-16,2023-12-28,9.53,3181220.0093388557,4710613.633179665,4,
RYB,696,2017-09-27,2020-07-02,2.76,68452.50152349472,730625.5024671555,4,
RYE,3387,2006-11-07,2020-07-02,13.65,1064513.9917373657,691300.0,6,
RYH,3384,2006-11-07,2020-07-02,13.65,2491359.565734863,1463712.4652862549,9,
RYJ,3546,2006-05-19,2020-06-19,14.09,209937.0038986206,343975.4913330078,5,
RYLD,1182,2019-04-22,2023-12-28,4.68,14050699.775028229,7381949.671649933,4,
RYN,6640,1994-02-17,2020-07-02,26.37,15083436.770915985,12887933.864068985,7,
RYT,3375,2006-11-07,2020-07-02,13.65,6702760.013580322,2344383.0848693848,7,
RYTM,1568,2017-10-05,2023-12-28,6.23,12455610.050582886,4915817.812347412,4,
RYU,3273,2006-11-07,2020-07-02,13.65,2499926.0486602783,489870.00274658203,12,
RYZZ,297,2019-03-19,2020-05-28,1.19,2266.8325748443613,3024.9178791046143,4,
RZA,1967,2012-08-24,2020-06-19,7.82,785779.9880981445,647946.0124969482,5,
RZB,1900,2016-06-13,2023-12-28,7.54,511382.98511505127,593598.0013847351,4,
RZG,4485,2006-03-07,2023-12-28,17.81,121827.0004272461,348842.9962158203,5,
RZV,4485,2006-03-07,2023-12-28,17.81,817270.5146789551,654874.0188598633,5,
SA,4079,2004-04-20,2020-07-02,16.2,5926590.040969849,4555460.93044281,5,
SAA,3161,2007-01-25,2020-06-19,13.4,72148.00186157225,268469.9935913086,8,
SABR,1385,2015-01-02,2020-07-02,5.5,38315045.717430115,46268262.49961853,4,
SACC,151,2019-11-12,2020-06-19,0.6,130324.00283813477,130324.00283813477,4,
SAEX,1012,2013-05-28,2020-06-19,7.06,174094.99868154526,273693.9943790436,943,
SAF,446,2018-08-29,2020-06-19,1.81,81118.99929046631,91389.00260925293,4,
SAFE,763,2017-06-22,2020-07-02,3.03,7334347.459983826,1813926.0818481445,4,
SAFM,1,2020-07-02,2020-07-02,0.0,48288308.5,48288308.5,0,
SAFT,4432,2002-11-22,2020-07-02,17.61,4435043.870544434,2448230.0146102905,5,
SAGE,1385,2015-01-02,2020-07-02,5.5,48141939.95513916,34939645.17364502,4,
SAH,5694,1997-11-12,2020-07-02,22.64,8959973.860836029,5370216.999053955,7,
SAIA,4484,2002-09-11,2020-07-02,17.81,23510122.299194336,3561196.289873123,5,
SAL,4076,1998-08-25,2020-07-02,21.85,91371.00219726562,28574.999618530273,20,
SALM,5261,1999-07-01,2020-07-02,21.0,90536.50159835815,263955.99060058594,7,
SALT,1650,2013-12-12,2020-07-02,6.55,2655269.072341919,2960418.127822876,4,
SAMAU,184,2018-12-11,2020-06-18,1.52,30929.00104522705,30929.00104522705,31,
SAMG,1385,2015-01-02,2020-07-02,5.5,173948.99954795837,158831.99615478516,4,
SAND,2589,2010-02-22,2020-07-02,10.36,13430245.241689682,3684799.93724823,6,
SANM,6854,1993-04-14,2020-07-02,27.22,11224847.065734863,14307799.996185303,7,
SANW,2515,2010-06-14,2020-06-19,10.02,31704.000854492188,134280.0006866455,5,
SAP,6218,1995-09-18,2020-06-19,24.75,83829281.83898926,58749591.68319702,7,
SAQN,82,2020-01-08,2020-07-02,0.48,130733.99896621704,130733.99896621704,9,
SAQNU,73,2019-11-20,2020-06-30,0.61,67275.00247955324,67275.00247955324,26,
SAR,3315,2007-03-27,2020-07-02,13.27,1656854.9974441528,180665.0004386902,5,
SASR,6142,1994-04-07,2020-07-02,26.24,4982037.475776672,764573.998260498,49,
SATS,3148,2008-01-02,2020-07-02,12.5,13569615.889072418,6518015.7247543335,5,
SAVA,5139,2000-01-11,2020-07-02,20.47,2548632.0070147514,726180.0086975098,7,
SAVE,2291,2011-05-26,2020-07-02,9.1,52937472.891807556,43170267.92907715,5,
SB,3045,2008-05-30,2020-07-02,12.09,402628.0062496662,878237.9539489746,5,
SBAC,5287,1999-06-16,2020-06-19,21.01,174726216.5863037,47176732.33909607,7,
SBB,3061,2007-01-25,2020-07-02,13.43,69287.99934387207,226499.99618530273,18,
SBBA,20,2020-06-05,2020-07-02,0.07,256350.00038146976,256350.00038146976,3,
SBBX,3910,1998-02-20,2020-07-02,22.36,366389.5052909851,20802.551341056824,27,
SBCF,8630,1984-02-02,2020-07-02,36.41,5197549.89862442,263201.52282714844,12,
SBFG,1332,2015-01-05,2020-07-02,5.49,107919.99559402466,60384.99832153321,6,
SBGI,6313,1995-06-07,2020-07-02,25.07,36651365.76843262,5522898.088645935,7,
SBH,3419,2006-11-17,2020-06-19,13.59,23502587.82992363,23473459.399032593,5,
SBI,7076,1992-02-05,2020-07-02,28.41,239000.00100135803,149684.99717712402,23,
SBIO,1386,2014-12-31,2020-07-02,5.5,1344360.4795455933,1396320.004749298,4,
SBLK,3168,2007-12-03,2020-07-02,12.58,4925239.476013184,1497916.0765647888,5,
SBLKZ,624,2017-11-13,2020-06-19,2.6,71161.99989318848,86275.0,5,
SBM,1641,2010-03-18,2020-07-02,10.29,7889.999771118165,35689.998626708984,36,
SBNY,4099,2004-03-23,2020-07-02,16.28,46667287.34321594,17476830.47103882,5,
SBOW,872,2017-01-03,2020-07-02,3.49,426906.0010433197,501664.00463581085,7,
SBPH,1046,2016-05-06,2020-07-02,4.16,138892.50028133392,206922.49541282654,4,
SBRA,4508,2002-04-02,2020-07-02,18.25,31977945.51486969,5363317.492008209,11,
SBS,1385,2015-01-02,2020-07-02,5.5,16487222.545909882,15030899.608612059,4,
SBSI,1385,2015-01-02,2020-07-02,5.5,3434418.366622925,3105277.027130127,4,
SBSW,1853,2013-02-11,2020-06-19,7.35,25458000.191116333,11459490.35949707,4,
SBT,1152,2015-01-05,2020-07-02,5.49,352702.9957294464,775995.0069904329,14,
SBUX,1385,2015-01-02,2020-07-02,5.5,645245822.0672607,508475633.9481353,4,
SC,1623,2014-01-23,2020-07-02,6.44,21148388.3685112,25166952.593994137,4,
SCCB,249,2019-06-28,2020-07-02,1.01,59604.99801635743,59604.99801635743,4,
SCCO,1385,2015-01-02,2020-07-02,5.5,27262637.907218933,34808084.043502815,4,
SCD,4118,2004-02-25,2020-07-02,16.35,814975.9892463684,846369.0230369568,5,
SCHA,1385,2015-01-02,2020-07-02,5.5,26976824.52735901,22571026.25808716,4,
SCHB,2684,2009-11-03,2020-07-02,10.66,59320085.25047302,20978247.612571716,5,
SCHC,2635,2010-01-14,2020-07-02,10.46,8929154.381370544,2842039.9307250977,5,
SCHE,1385,2015-01-02,2020-07-02,5.5,39815795.06816864,20622843.501281735,4,
SCHF,1385,2015-01-02,2020-07-02,5.5,106882006.57424925,55634261.53678894,4,
SCHH,1385,2015-01-02,2020-07-02,5.5,33827117.248535156,21735953.73802185,4,
SCHI,183,2019-10-11,2020-07-02,0.73,640895.99609375,640895.99609375,4,
SCHJ,183,2019-10-11,2020-07-02,0.73,571404.6146392822,571404.6146392822,4,
SCHL,7133,1992-02-25,2020-06-19,28.31,4932800.109100342,5203625.0,7,
SCHM,2383,2011-01-13,2020-07-02,9.47,19744184.603881836,8005880.142211914,5,
SCHN,1385,2015-01-02,2020-07-02,5.5,3894449.8531341553,6764635.156631468,4,
SCHO,1385,2015-01-02,2020-07-02,5.5,45344511.68117523,14699636.314773558,4,
SCHP,2495,2010-08-05,2020-07-02,9.91,33677467.556762695,4762257.971954346,5,
SCHQ,182,2019-10-11,2020-07-02,0.73,660550.8443832397,660550.8443832397,4,
SCHR,1385,2015-01-02,2020-07-02,5.5,24156285.875701904,7139440.040588379,4,
SCHV,2655,2009-12-15,2020-07-02,10.55,29590843.645477295,6083027.737426758,5,
SCHW,1385,2015-01-02,2020-07-02,5.5,379488362.98332214,290545990.2618408,4,
SCHZ,1385,2015-01-02,2020-07-02,5.5,31041925.854682922,18859998.21472168,4,
SCI,10157,1980-03-17,2020-07-02,40.29,39118865.597724915,5709093.75,7,
SCID,961,2015-05-20,2020-07-02,5.12,10405.999755859375,17898.999786376953,25,
SCIJ,809,2015-05-21,2020-07-02,5.12,5585.900115966797,10883.599853515625,71,
SCIU,1196,2015-05-13,2020-07-02,5.14,112209.34448242189,147379.74796295166,13,
SCIX,817,2015-05-19,2020-07-01,5.12,5636.250114440918,10040.000152587892,27,
SCKT,1356,2015-01-02,2020-07-02,5.5,13690.999627113342,24234.000635147095,6,
SCL,11052,1973-02-21,2020-07-02,47.36,7901835.962295532,94899.49913024902,9,
SCM,1385,2015-01-02,2020-07-02,5.5,1275476.4907360077,916530.0078392029,4,
SCON,1368,2015-01-06,2020-07-02,5.49,155639.49659019706,108525.4998259246,5,
SCOR,3276,2007-06-28,2020-07-02,13.01,1832918.4870123863,3729220.0254440308,5,
SCPE,117,2019-09-05,2020-07-02,0.82,40850.0,40850.0,14,
SCPH,659,2017-11-17,2020-07-02,2.62,303055.99467754364,243047.99695014954,4,
SCPL,295,2019-05-03,2020-07-02,1.17,2978965.0548934937,3403750.0,4,
SCS,1385,2015-01-02,2020-07-02,5.5,10556892.999219894,8961629.73499298,4,
SCSC,1385,2015-01-02,2020-07-02,5.5,3417955.951499939,3838295.8282470703,4,
SCVL,6872,1993-03-16,2020-07-02,27.3,5862539.422798157,1030634.3338012695,7,
SCVX,51,2020-03-20,2020-07-02,0.28,47199.997901916504,47199.997901916504,19,
SCWX,1057,2016-04-22,2020-07-02,4.19,1659292.9700374603,1285070.0244903564,4,
SCX,1385,2015-01-02,2020-07-02,5.5,74419.99950408936,85689.99843597412,4,
SCYX,1376,2015-01-02,2020-07-02,5.5,485333.49502682686,364754.29296791553,6,
SCZ,3161,2007-12-12,2020-07-02,12.56,61922088.50440979,21066360.74066162,5,
SD,943,2016-10-04,2020-07-02,3.74,907672.5247979164,2500640.920257569,4,
SDC,204,2019-09-12,2020-07-02,0.8,53347367.11707116,53347367.11707116,4,
SDD,3048,2007-01-25,2020-07-02,13.43,44365.000438690186,216658.00457000732,12,
SDEM,1288,2015-03-17,2020-07-02,5.3,116706.0022354126,73928.19900512695,6,
SDG,1057,2015-01-05,2020-07-02,5.49,337418.49822998047,160137.00370788577,67,
SDGR,103,2020-02-06,2020-07-02,0.4,46701650.53710938,46701650.53710938,4,
SDI,562,2018-03-07,2020-07-02,2.32,97919.70083713531,97661.70129776001,7,
SDIV,1385,2015-01-02,2020-07-02,5.5,5460013.583850861,4384475.0,4,
SDOG,1385,2015-01-02,2020-07-02,5.5,4980490.985679626,6082260.1833343515,4,
SDOW,2601,2010-02-18,2020-06-19,10.33,79607844.06852722,22808703.857421875,5,
SDP,1342,2015-01-02,2020-07-02,5.5,102522.9991912842,91433.49971771242,6,
SDRL,1385,2015-01-02,2020-07-02,5.5,1440458.004784584,7102448.905706406,4,
SDS,1385,2015-01-02,2020-07-02,5.5,221634298.6603737,168050915.2381897,4,
SDVY,562,2017-11-03,2020-07-02,2.66,47892.49887466431,29042.251110076904,9,
SDY,1385,2015-01-02,2020-07-02,5.5,54442683.69522095,50685192.92297363,4,
SDYL,1239,2015-01-02,2020-07-02,5.5,119965.00015258789,83520.00274658202,9,
SE,679,2017-10-20,2020-07-02,2.7,153054748.74286652,56325418.15567017,4,
SEAC,1385,2015-01-02,2020-07-02,5.5,1057485.5252027512,456399.99866485596,4,
SEAS,1806,2013-04-19,2020-06-19,7.17,36956759.98020172,27011019.670009613,4,
SEB,1384,2015-01-02,2020-07-02,5.5,2032684.521484375,1490000.0,4,
SECO,699,2017-09-22,2020-07-02,2.78,265528.9971113205,760022.9869842529,4,
SEED,1385,2015-01-02,2020-07-02,5.5,64160.49966812134,106399.99866485596,4,
SEF,1384,2015-01-02,2020-07-02,5.5,384510.49785614014,215196.9961166382,4,
SEIC,1385,2015-01-02,2020-07-02,5.5,32248257.08694458,31752599.14398193,4,
SEIX,133,2019-04-25,2020-07-02,1.19,2492.0000076293945,2492.0000076293945,74,
SELB,1015,2016-06-22,2020-07-02,4.03,839932.0054531097,989786.0130310059,4,
SELF,1374,2015-01-02,2020-07-02,5.5,65956.49712085724,48324.99976158142,5,
SENEA,1385,2015-01-02,2020-07-02,5.5,788540.0009155273,603536.0122680664,4,
SENEB,494,2015-01-02,2020-06-29,5.49,5888.0001068115225,9600.0,35,
SENS,1100,2015-12-22,2020-07-02,4.53,1363644.5553272963,1321616.9934988022,26,
SERV,1385,2015-01-02,2020-07-02,5.5,47273215.49720764,36106365.1096344,4,
SF,1385,2015-01-02,2020-07-02,5.5,20840121.474838257,20906539.340209957,4,
SFBC,1106,2015-01-05,2020-07-01,5.49,33461.99989318848,36610.00032424927,12,
SFBS,1385,2015-01-02,2020-07-02,5.5,4951998.021125793,4293850.080490112,4,
SFET,441,2018-08-17,2020-07-02,1.88,567720.0016021729,474472.00775146484,14,
SFHY,677,2016-04-27,2020-07-02,4.18,86220.60070037842,55240.901947021484,41,
SFIG,542,2016-04-27,2020-07-02,4.18,78556.99996948242,30435.000228881836,54,
SFIX,660,2017-10-26,2020-07-02,2.68,48657259.416770935,40536909.30604935,22,
SFL,1385,2015-01-02,2020-07-02,5.5,7724666.57128334,9187268.95427704,4,
SFM,1385,2015-01-02,2020-07-02,5.5,34361168.04199219,40746274.96261596,4,
SFNC,1385,2015-01-02,2020-07-02,5.5,11639327.232933044,7974750.0,4,
